"chr"	"start"	"end"	"strand"	"transcript_id"	"gene_id"	"class_code"	"gene_name"	"ensembl"
"3"	58964814	59072013	"+"	"MSTRG.7462.2"	" MSTRG.7462"	" j"	" Zak"	" ENSRNOT00000002068"
"3"	59408531	59409617	"+"	"MSTRG.7464.1"	" MSTRG.7464"	" o"	" AABR07052523.1"	" ENSRNOT00000031418"
"3"	59408546	59410211	"+"	"MSTRG.7464.2"	" MSTRG.7464"	" ="	" AABR07052523.1"	" ENSRNOT00000031418"
"3"	59921498	59921714	"+"	"MSTRG.7466.1"	" MSTRG.7466"	" u"	NA	NA
"3"	60023979	60048746	"+"	"MSTRG.7469.1"	" MSTRG.7469"	" j"	" Scrn3"	" ENSRNOT00000081881"
"3"	60513173	60513529	"+"	"MSTRG.7474.1"	" MSTRG.7474"	" x"	" Chn1"	" ENSRNOT00000068745"
"3"	61756148	61818998	"+"	"MSTRG.7478.1"	" MSTRG.7478"	" ="	" Mtx2"	" ENSRNOT00000002134"
"3"	62481260	62485940	"+"	"MSTRG.7479.2"	" MSTRG.7479"	" j"	" Hnrnpa3"	" ENSRNOT00000078872"
"3"	62481260	62485940	"+"	"MSTRG.7479.1"	" MSTRG.7479"	" j"	" Hnrnpa3"	" ENSRNOT00000078872"
"3"	62481277	62493684	"+"	"MSTRG.7479.3"	" MSTRG.7479"	" j"	" Hnrnpa3"	" ENSRNOT00000078872"
"3"	62648604	62696947	"+"	"MSTRG.7481.1"	" MSTRG.7481"	" j"	" Agps"	" ENSRNOT00000002111"
"3"	62710615	62754456	"+"	"MSTRG.7482.1"	" MSTRG.7482"	" j"	" Agps"	" ENSRNOT00000002111"
"3"	63220647	63235741	"+"	"MSTRG.7485.1"	" MSTRG.7485"	" ="	" Rbm45"	" ENSRNOT00000042968"
"3"	63257722	63455102	"+"	"MSTRG.7487.1"	" MSTRG.7487"	" j"	" Osbpl6"	" ENSRNOT00000091211"
"3"	63257736	63455104	"+"	"MSTRG.7487.2"	" MSTRG.7487"	" j"	" Osbpl6"	" ENSRNOT00000091211"
"3"	63257739	63455114	"+"	"MSTRG.7487.3"	" MSTRG.7487"	" j"	" Osbpl6"	" ENSRNOT00000091211"
"3"	63536166	63557361	"+"	"MSTRG.7488.1"	" MSTRG.7488"	" ="	" Plekha3"	" ENSRNOT00000016132"
"3"	65815317	65880227	"+"	"MSTRG.7493.1"	" MSTRG.7493"	" j"	" Ube2e3"	" ENSRNOT00000006429"
"3"	65815916	65880431	"+"	"MSTRG.7493.2"	" MSTRG.7493"	" j"	" Ube2e3"	" ENSRNOT00000006429"
"3"	66593934	66631723	"+"	"MSTRG.7495.1"	" MSTRG.7495"	" ="	" Ssfa2"	" ENSRNOT00000008046"
"3"	67538289	67578306	"+"	"MSTRG.7498.1"	" MSTRG.7498"	" ="	" Dnajc10"	" ENSRNOT00000009839"
"3"	67849862	67866029	"+"	"MSTRG.7500.1"	" MSTRG.7500"	" j"	" Dusp19"	" ENSRNOT00000057826"
"3"	67849881	67864524	"+"	"MSTRG.7500.2"	" MSTRG.7500"	" ="	" Dusp19"	" ENSRNOT00000057826"
"3"	67849937	67867205	"+"	"MSTRG.7500.3"	" MSTRG.7500"	" j"	" Dusp19"	" ENSRNOT00000057826"
"3"	67870111	67896153	"+"	"MSTRG.7501.1"	" MSTRG.7501"	" ="	" Nup35"	" ENSRNOT00000012628"
"3"	69268327	69574109	"+"	"MSTRG.7502.1"	" MSTRG.7502"	" j"	" Zfp804a"	" ENSRNOT00000043974"
"3"	71020451	71046817	"+"	"MSTRG.7503.1"	" MSTRG.7503"	" j"	" Zc3h15"	" ENSRNOT00000007276"
"3"	71020534	71040157	"+"	"MSTRG.7503.2"	" MSTRG.7503"	" ="	" Zc3h15"	" ENSRNOT00000007276"
"3"	71114111	71162522	"+"	"MSTRG.7505.2"	" MSTRG.7505"	" j"	" Itgav"	" ENSRNOT00000006961"
"3"	71114111	71162522	"+"	"MSTRG.7505.1"	" MSTRG.7505"	" j"	" Itgav"	" ENSRNOT00000006961"
"3"	71188271	71205962	"+"	"MSTRG.7506.1"	" MSTRG.7506"	" j"	" Itgav"	" ENSRNOT00000006961"
"3"	71210301	71262615	"+"	"MSTRG.7507.1"	" MSTRG.7507"	" ="	" Fam171b"	" ENSRNOT00000006504"
"3"	72080630	72091150	"+"	"MSTRG.7514.1"	" MSTRG.7514"	" ="	" Med19"	" ENSRNOT00000008911"
"3"	72134731	72141035	"+"	"MSTRG.7516.1"	" MSTRG.7516"	" ="	" Ypel4"	" ENSRNOT00000083592"
"3"	72191533	72206188	"+"	"MSTRG.7517.1"	" MSTRG.7517"	" ="	" Ube2l6"	" ENSRNOT00000044319"
"3"	72226570	72230135	"+"	"MSTRG.7519.1"	" MSTRG.7519"	" j"	" Timm10"	" ENSRNOT00000010619"
"3"	72385666	72389276	"+"	"MSTRG.7521.1"	" MSTRG.7521"	" ="	" Prg2"	" ENSRNOT00000011168"
"3"	72447537	72457649	"+"	"MSTRG.7522.1"	" MSTRG.7522"	" ="	" Ssrp1"	" ENSRNOT00000091901"
"3"	72458568	72483333	"+"	"MSTRG.7524.1"	" MSTRG.7524"	" j"	" Tnks1bp1"	" ENSRNOT00000012209"
"3"	72458580	72475571	"+"	"MSTRG.7524.2"	" MSTRG.7524"	" j"	" Tnks1bp1"	" ENSRNOT00000012209"
"3"	72458968	72483363	"+"	"MSTRG.7524.3"	" MSTRG.7524"	" j"	" Tnks1bp1"	" ENSRNOT00000012209"
"3"	72460889	72483217	"+"	"MSTRG.7524.4"	" MSTRG.7524"	" ="	" Tnks1bp1"	" ENSRNOT00000012209"
"3"	75024206	75024479	"+"	"MSTRG.7526.1"	" MSTRG.7526"	" ="	" AABR07052780.3"	" ENSRNOT00000089892"
"3"	75414256	75415356	"+"	"MSTRG.7527.1"	" MSTRG.7527"	" ="	" AC118490.1"	" ENSRNOT00000013395"
"3"	75643054	75644954	"+"	"MSTRG.7528.1"	" MSTRG.7528"	" ="	" LOC100361457"	" ENSRNOT00000079310"
"3"	75643054	75644957	"+"	"MSTRG.7528.2"	" MSTRG.7528"	" o"	" LOC100361457"	" ENSRNOT00000079310"
"3"	75709579	75710001	"+"	"MSTRG.7529.1"	" MSTRG.7529"	" u"	NA	NA
"3"	79498174	79514796	"+"	"MSTRG.7531.1"	" MSTRG.7531"	" c"	" Nup160"	" ENSRNOT00000030750"
"3"	79534359	79556825	"+"	"MSTRG.7532.1"	" MSTRG.7532"	" j"	" Nup160"	" ENSRNOT00000030750"
"3"	79570646	79610808	"+"	"MSTRG.7533.1"	" MSTRG.7533"	" j"	" Fnbp4"	" ENSRNOT00000009687"
"3"	79570660	79610454	"+"	"MSTRG.7533.2"	" MSTRG.7533"	" ="	" Fnbp4"	" ENSRNOT00000009687"
"3"	79606167	79697202	"+"	"MSTRG.7534.1"	" MSTRG.7534"	" j"	" Mtch2"	" ENSRNOT00000079709"
"3"	79678137	79698491	"+"	"MSTRG.7534.2"	" MSTRG.7534"	" j"	" Mtch2"	" ENSRNOT00000079709"
"3"	79699456	79721023	"+"	"MSTRG.7535.1"	" MSTRG.7535"	" j"	" C1qtnf4"	" ENSRNOT00000012110"
"3"	79727943	79734822	"+"	"MSTRG.7537.1"	" MSTRG.7537"	" j"	" Kbtbd4"	" ENSRNOT00000068124"
"3"	79768987	79844589	"+"	"MSTRG.7541.2"	" MSTRG.7541"	" j"	" Celf1"	" ENSRNOT00000014484"
"3"	79768987	79844589	"+"	"MSTRG.7541.1"	" MSTRG.7541"	" j"	" Celf1"	" ENSRNOT00000014484"
"3"	79769020	79844549	"+"	"MSTRG.7541.3"	" MSTRG.7541"	" j"	" Celf1"	" ENSRNOT00000014484"
"3"	79775580	79844549	"+"	"MSTRG.7541.5"	" MSTRG.7541"	" j"	" Celf1"	" ENSRNOT00000014484"
"3"	79775580	79844589	"+"	"MSTRG.7541.4"	" MSTRG.7541"	" j"	" Celf1"	" ENSRNOT00000014484"
"3"	79810790	79844593	"+"	"MSTRG.7541.6"	" MSTRG.7541"	" j"	" Celf1"	" ENSRNOT00000014484"
"3"	79810830	79844589	"+"	"MSTRG.7541.7"	" MSTRG.7541"	" j"	" Celf1"	" ENSRNOT00000014484"
"3"	79810904	79844549	"+"	"MSTRG.7541.8"	" MSTRG.7541"	" j"	" Celf1"	" ENSRNOT00000014484"
"3"	79833611	79844593	"+"	"MSTRG.7541.9"	" MSTRG.7541"	" j"	" Celf1"	" ENSRNOT00000014484"
"3"	79876938	79882319	"+"	"MSTRG.7539.1"	" MSTRG.7539"	" ="	" Psmc3"	" ENSRNOT00000015757"
"3"	80021077	80034115	"+"	"MSTRG.7542.1"	" MSTRG.7542"	" j"	" Acp2"	" ENSRNOT00000018620"
"3"	80072434	80081094	"+"	"MSTRG.7543.1"	" MSTRG.7543"	" j"	" Pacsin3"	" ENSRNOT00000080266"
"3"	80081505	80093678	"+"	"MSTRG.7545.1"	" MSTRG.7545"	" j"	" Arfgap2"	" ENSRNOT00000057161"
"3"	80081594	80093667	"+"	"MSTRG.7545.2"	" MSTRG.7545"	" ="	" Arfgap2"	" ENSRNOT00000057161"
"3"	80362858	80419940	"+"	"MSTRG.7547.1"	" MSTRG.7547"	" ="	" Lrp4"	" ENSRNOT00000021353"
"3"	80424314	80526578	"+"	"MSTRG.7552.2"	" MSTRG.7552"	" j"	" Ckap5"	" ENSRNOT00000021837"
"3"	80424314	80526579	"+"	"MSTRG.7552.1"	" MSTRG.7552"	" j"	" Ckap5"	" ENSRNOT00000021837"
"3"	80424333	80526582	"+"	"MSTRG.7552.5"	" MSTRG.7552"	" j"	" Ckap5"	" ENSRNOT00000021837"
"3"	80424333	80526582	"+"	"MSTRG.7552.4"	" MSTRG.7552"	" j"	" Ckap5"	" ENSRNOT00000021837"
"3"	80424333	80526582	"+"	"MSTRG.7552.3"	" MSTRG.7552"	" j"	" Ckap5"	" ENSRNOT00000021837"
"3"	80424730	80526579	"+"	"MSTRG.7552.7"	" MSTRG.7552"	" j"	" Ckap5"	" ENSRNOT00000021837"
"3"	80424730	80526579	"+"	"MSTRG.7552.6"	" MSTRG.7552"	" j"	" Ckap5"	" ENSRNOT00000021837"
"3"	80438745	80526579	"+"	"MSTRG.7552.8"	" MSTRG.7552"	" j"	" Ckap5"	" ENSRNOT00000021837"
"3"	80438745	80526582	"+"	"MSTRG.7552.9"	" MSTRG.7552"	" j"	" Ckap5"	" ENSRNOT00000021837"
"3"	80554853	80576845	"+"	"MSTRG.7548.1"	" MSTRG.7548"	" j"	" Arhgap1"	" ENSRNOT00000067318"
"3"	80554866	80576853	"+"	"MSTRG.7548.2"	" MSTRG.7548"	" j"	" Arhgap1"	" ENSRNOT00000067318"
"3"	80555196	80576856	"+"	"MSTRG.7548.3"	" MSTRG.7548"	" ="	" Arhgap1"	" ENSRNOT00000067318"
"3"	80634470	80830068	"+"	"MSTRG.7553.1"	" MSTRG.7553"	" ="	" Ambra1"	" ENSRNOT00000045644"
"3"	80670140	80830058	"+"	"MSTRG.7553.2"	" MSTRG.7553"	" ="	" Ambra1"	" ENSRNOT00000085614"
"3"	80833272	80841006	"+"	"MSTRG.7550.1"	" MSTRG.7550"	" ="	" Chrm4"	" ENSRNOT00000023583"
"3"	81100645	81275609	"+"	"MSTRG.7555.1"	" MSTRG.7555"	" j"	" Phf21a"	" ENSRNOT00000067664"
"3"	81120142	81147035	"+"	"MSTRG.7555.3"	" MSTRG.7555"	" j"	" Phf21a"	" ENSRNOT00000067664"
"3"	81120142	81161265	"+"	"MSTRG.7555.2"	" MSTRG.7555"	" j"	" Phf21a"	" ENSRNOT00000067664"
"3"	81287242	81292573	"+"	"MSTRG.7556.1"	" MSTRG.7556"	" ="	" Pex16"	" ENSRNOT00000086530"
"3"	81498022	81512807	"+"	"MSTRG.7560.1"	" MSTRG.7560"	" ="	" Chst1"	" ENSRNOT00000010510"
"3"	81703371	81727501	"+"	"MSTRG.7561.1"	" MSTRG.7561"	" u"	NA	NA
"3"	81814261	81854605	"+"	"MSTRG.7562.1"	" MSTRG.7562"	" ="	" Syt13"	" ENSRNOT00000011459"
"3"	82071313	82097058	"+"	"MSTRG.7565.1"	" MSTRG.7565"	" j"	" Tp53i11"	" ENSRNOT00000057001"
"3"	82081900	82097062	"+"	"MSTRG.7565.3"	" MSTRG.7565"	" j"	" Tp53i11"	" ENSRNOT00000057001"
"3"	82081900	82097062	"+"	"MSTRG.7565.2"	" MSTRG.7565"	" j"	" Tp53i11"	" ENSRNOT00000057001"
"3"	82081906	82097056	"+"	"MSTRG.7565.4"	" MSTRG.7565"	" ="	" Tp53i11"	" ENSRNOT00000057001"
"3"	86653186	86830091	"+"	"MSTRG.7573.1"	" MSTRG.7573"	" j"	" Lrrc4c"	" ENSRNOT00000044595"
"3"	91252829	91271607	"+"	"MSTRG.7575.1"	" MSTRG.7575"	" ="	" Traf6"	" ENSRNOT00000006148"
"3"	91275461	91276635	"+"	"MSTRG.7576.1"	" MSTRG.7576"	" u"	NA	NA
"3"	91463660	91478097	"+"	"MSTRG.7577.1"	" MSTRG.7577"	" ="	" Commd9"	" ENSRNOT00000081984"
"3"	91463663	91478095	"+"	"MSTRG.7577.2"	" MSTRG.7577"	" ="	" Commd9"	" ENSRNOT00000006628"
"3"	92403582	92502089	"+"	"MSTRG.7581.1"	" MSTRG.7581"	" ="	" Pamr1"	" ENSRNOT00000064282"
"3"	92545977	92558498	"+"	"MSTRG.7582.1"	" MSTRG.7582"	" u"	NA	NA
"3"	92569615	92574751	"+"	"MSTRG.7583.1"	" MSTRG.7583"	" u"	NA	NA
"3"	92637036	92639167	"+"	"MSTRG.7584.1"	" MSTRG.7584"	" u"	NA	NA
"3"	92640752	92674692	"+"	"MSTRG.7586.1"	" MSTRG.7586"	" j"	" AC109112.1"	" ENSRNOT00000007604"
"3"	92640764	92674692	"+"	"MSTRG.7586.3"	" MSTRG.7586"	" j"	" AC109112.1"	" ENSRNOT00000007604"
"3"	92640764	92674692	"+"	"MSTRG.7586.2"	" MSTRG.7586"	" j"	" AC109112.1"	" ENSRNOT00000007604"
"3"	92969141	92995483	"+"	"MSTRG.7588.1"	" MSTRG.7588"	" ="	" Apip"	" ENSRNOT00000009797"
"3"	93920739	93932389	"+"	"MSTRG.7590.1"	" MSTRG.7590"	" j"	" Lmo2"	" ENSRNOT00000012625"
"3"	93968855	94000863	"+"	"MSTRG.7591.1"	" MSTRG.7591"	" ="	" Fbxo3"	" ENSRNOT00000014478"
"3"	94010475	94028621	"+"	"MSTRG.7593.1"	" MSTRG.7593"	" ="	" Cd59"	" ENSRNOT00000067085"
"3"	94420123	94421844	"+"	"MSTRG.7595.1"	" MSTRG.7595"	" u"	NA	NA
"3"	94530586	94548554	"+"	"MSTRG.7598.1"	" MSTRG.7598"	" ="	" Cstf3"	" ENSRNOT00000067860"
"3"	94595283	94607949	"+"	"MSTRG.7599.1"	" MSTRG.7599"	" j"	" Cstf3"	" ENSRNOT00000016318"
"3"	95955123	96027545	"+"	"MSTRG.7607.1"	" MSTRG.7607"	" j"	" Immp1l"	" ENSRNOT00000006406"
"3"	97721668	97896422	"+"	"MSTRG.7609.1"	" MSTRG.7609"	" ="	" Mpped2"	" ENSRNOT00000065168"
"3"	97954268	97954508	"+"	"MSTRG.7610.1"	" MSTRG.7610"	" u"	NA	NA
"3"	98293331	98328269	"+"	"MSTRG.7612.1"	" MSTRG.7612"	" o"	" Kcna4"	" ENSRNOT00000006524"
"3"	101010899	101018433	"+"	"MSTRG.7613.1"	" MSTRG.7613"	" ="	" Lin7c"	" ENSRNOT00000073258"
"3"	101051955	101152119	"+"	"MSTRG.7615.1"	" MSTRG.7615"	" ="	" Lgr4"	" ENSRNOT00000007681"
"3"	102594630	102594869	"+"	"MSTRG.7617.1"	" MSTRG.7617"	" u"	NA	NA
"3"	103192683	103193333	"+"	"MSTRG.7619.1"	" MSTRG.7619"	" ="	" LOC100363452"	" ENSRNOT00000037551"
"3"	103691062	103691475	"+"	"MSTRG.7621.1"	" MSTRG.7621"	" u"	NA	NA
"3"	103726151	103737146	"+"	"MSTRG.7623.1"	" MSTRG.7623"	" j"	" Lpcat4"	" ENSRNOT00000006776"
"3"	103747654	103748739	"+"	"MSTRG.7622.1"	" MSTRG.7622"	" ="	" Nop10"	" ENSRNOT00000006887"
"3"	103752148	103853211	"+"	"MSTRG.7626.1"	" MSTRG.7626"	" j"	" Slc12a6"	" ENSRNOT00000007144"
"3"	103753238	103852686	"+"	"MSTRG.7626.2"	" MSTRG.7626"	" ="	" Slc12a6"	" ENSRNOT00000007144"
"3"	103866144	103905936	"+"	"MSTRG.7624.1"	" MSTRG.7624"	" ="	" Katnbl1"	" ENSRNOT00000007688"
"3"	103945329	103956007	"+"	"MSTRG.7625.1"	" MSTRG.7625"	" ="	" Emc7"	" ENSRNOT00000008364"
"3"	103980860	104117241	"+"	"MSTRG.7628.1"	" MSTRG.7628"	" j"	" Aven"	" ENSRNOT00000065752"
"3"	104112316	104117241	"+"	"MSTRG.7628.2"	" MSTRG.7628"	" j"	" Aven"	" ENSRNOT00000065752"
"3"	104783306	104981366	"+"	"MSTRG.7631.1"	" MSTRG.7631"	" j"	" Fmn1"	" ENSRNOT00000042103"
"3"	104783317	104981366	"+"	"MSTRG.7631.3"	" MSTRG.7631"	" j"	" Fmn1"	" ENSRNOT00000042103"
"3"	104783317	104981366	"+"	"MSTRG.7631.2"	" MSTRG.7631"	" j"	" Fmn1"	" ENSRNOT00000042103"
"3"	104786660	104981366	"+"	"MSTRG.7631.4"	" MSTRG.7631"	" j"	" Fmn1"	" ENSRNOT00000042103"
"3"	104984725	105144389	"+"	"MSTRG.7632.1"	" MSTRG.7632"	" j"	" Fmn1"	" ENSRNOT00000042103"
"3"	105166810	105176516	"+"	"MSTRG.7633.1"	" MSTRG.7633"	" u"	NA	NA
"3"	108795235	108857556	"+"	"MSTRG.7639.1"	" MSTRG.7639"	" ="	" Spred1"	" ENSRNOT00000007028"
"3"	108957564	108963320	"+"	"MSTRG.7640.1"	" MSTRG.7640"	" j"	" Fam98b"	" ENSRNOT00000034950"
"3"	109862593	109866113	"+"	"MSTRG.7642.1"	" MSTRG.7642"	" j"	" Thbs1"	" ENSRNOT00000070912"
"3"	109867474	109875247	"+"	"MSTRG.7643.1"	" MSTRG.7643"	" j"	" Thbs1"	" ENSRNOT00000070912"
"3"	110159774	110248799	"+"	"MSTRG.7645.1"	" MSTRG.7645"	" j"	" Eif2ak4"	" ENSRNOT00000009222"
"3"	110442078	110443147	"+"	"MSTRG.7644.1"	" MSTRG.7644"	" e"	" Pak6"	" ENSRNOT00000010471"
"3"	110466775	110487346	"+"	"MSTRG.7647.1"	" MSTRG.7647"	" j"	" Pak6"	" ENSRNOT00000010471"
"3"	110466790	110487526	"+"	"MSTRG.7647.2"	" MSTRG.7647"	" ="	" Pak6"	" ENSRNOT00000089434"
"3"	110466815	110487342	"+"	"MSTRG.7647.3"	" MSTRG.7647"	" j"	" Pak6"	" ENSRNOT00000010471"
"3"	110574410	110589908	"+"	"MSTRG.7648.3"	" MSTRG.7648"	" j"	" Disp2"	" ENSRNOT00000031231"
"3"	110574410	110589908	"+"	"MSTRG.7648.2"	" MSTRG.7648"	" j"	" Disp2"	" ENSRNOT00000031231"
"3"	110574410	110589921	"+"	"MSTRG.7648.1"	" MSTRG.7648"	" ="	" Disp2"	" ENSRNOT00000031231"
"3"	110574416	110589911	"+"	"MSTRG.7648.4"	" MSTRG.7648"	" j"	" Disp2"	" ENSRNOT00000031231"
"3"	110669312	110690173	"+"	"MSTRG.7649.1"	" MSTRG.7649"	" ="	" Ivd"	" ENSRNOT00000013829"
"3"	110709079	110732534	"+"	"MSTRG.7650.1"	" MSTRG.7650"	" j"	" Bahd1"	" ENSRNOT00000013878"
"3"	110961989	110965137	"+"	"MSTRG.7653.1"	" MSTRG.7653"	" x"	" Rmdn3"	" ENSRNOT00000016356"
"3"	110975923	110979957	"+"	"MSTRG.7654.1"	" MSTRG.7654"	" ="	" Gchfr"	" ENSRNOT00000016458"
"3"	111013856	111021841	"+"	"MSTRG.7656.1"	" MSTRG.7656"	" ="	" Zfyve19"	" ENSRNOT00000016854"
"3"	111097326	111108295	"+"	"MSTRG.7659.1"	" MSTRG.7659"	" ="	" Vps18"	" ENSRNOT00000018717"
"3"	111160205	111163425	"+"	"MSTRG.7657.1"	" MSTRG.7657"	" ="	" Chac1"	" ENSRNOT00000019392"
"3"	111354506	111389989	"+"	"MSTRG.7660.1"	" MSTRG.7660"	" ="	" Chp1"	" ENSRNOT00000056405"
"3"	111364015	111389987	"+"	"MSTRG.7660.2"	" MSTRG.7660"	" j"	" Chp1"	" ENSRNOT00000056405"
"3"	111397033	111410587	"+"	"MSTRG.7664.2"	" MSTRG.7664"	" u"	NA	NA
"3"	111397033	111410587	"+"	"MSTRG.7664.1"	" MSTRG.7664"	" u"	NA	NA
"3"	111397040	111410587	"+"	"MSTRG.7664.3"	" MSTRG.7664"	" u"	NA	NA
"3"	111478416	111538541	"+"	"MSTRG.7665.1"	" MSTRG.7665"	" j"	" Rtf1"	" ENSRNOT00000056392"
"3"	111545007	111553604	"+"	"MSTRG.7666.1"	" MSTRG.7666"	" ="	" Itpka"	" ENSRNOT00000007247"
"3"	111596113	111616119	"+"	"MSTRG.7668.1"	" MSTRG.7668"	" j"	" Tyro3"	" ENSRNOT00000081462"
"3"	111597102	111616142	"+"	"MSTRG.7668.2"	" MSTRG.7668"	" ="	" Tyro3"	" ENSRNOT00000081462"
"3"	111693153	111761871	"+"	"MSTRG.7669.1"	" MSTRG.7669"	" j"	" Mga"	" ENSRNOT00000008528"
"3"	111767161	111818089	"+"	"MSTRG.7671.1"	" MSTRG.7671"	" ="	" Mapkbp1"	" ENSRNOT00000009430"
"3"	112334008	112358633	"+"	"MSTRG.7678.1"	" MSTRG.7678"	" j"	" Snap23"	" ENSRNOT00000074392"
"3"	112361139	112363418	"+"	"MSTRG.7679.1"	" MSTRG.7679"	" e"	" Snap23"	" ENSRNOT00000074392"
"3"	112395822	112401792	"+"	"MSTRG.7682.1"	" MSTRG.7682"	" o"	" LOC100912076"	" ENSRNOT00000081197"
"3"	112916217	112949728	"+"	"MSTRG.7688.1"	" MSTRG.7688"	" ="	" Tmem62"	" ENSRNOT00000030065"
"3"	112950890	112961614	"+"	"MSTRG.7689.1"	" MSTRG.7689"	" ="	" Ccndbp1"	" ENSRNOT00000015472"
"3"	113131327	113158720	"+"	"MSTRG.7696.1"	" MSTRG.7696"	" ="	" Tubgcp4"	" ENSRNOT00000018460"
"3"	113251778	113272186	"+"	"MSTRG.7698.1"	" MSTRG.7698"	" ="	" Map1a"	" ENSRNOT00000083005"
"3"	113251995	113271638	"+"	"MSTRG.7698.2"	" MSTRG.7698"	" j"	" Map1a"	" ENSRNOT00000083005"
"3"	113257688	113271629	"+"	"MSTRG.7698.3"	" MSTRG.7698"	" ="	" Map1a"	" ENSRNOT00000019320"
"3"	113319456	113324457	"+"	"MSTRG.7700.1"	" MSTRG.7700"	" ="	" Ckmt1b"	" ENSRNOT00000051354"
"3"	113376983	113400707	"+"	"MSTRG.7691.1"	" MSTRG.7691"	" ="	" Pdia3"	" ENSRNOT00000020478"
"3"	113415774	113417478	"+"	"MSTRG.7692.1"	" MSTRG.7692"	" ="	" Serf2"	" ENSRNOT00000056151"
"3"	113415797	113417488	"+"	"MSTRG.7692.3"	" MSTRG.7692"	" j"	" Serf2"	" ENSRNOT00000056151"
"3"	113415797	113417488	"+"	"MSTRG.7692.2"	" MSTRG.7692"	" j"	" Serf2"	" ENSRNOT00000056151"
"3"	113423693	113424846	"+"	"MSTRG.7693.1"	" MSTRG.7693"	" ="	" Hypk"	" ENSRNOT00000021091"
"3"	113818817	113887477	"+"	"MSTRG.7703.1"	" MSTRG.7703"	" j"	" Casc4"	" ENSRNOT00000044158"
"3"	113818872	113887495	"+"	"MSTRG.7703.2"	" MSTRG.7703"	" ="	" Casc4"	" ENSRNOT00000044158"
"3"	113906562	113929717	"+"	"MSTRG.7701.1"	" MSTRG.7701"	" j"	" Ctdspl2"	" ENSRNOT00000037168"
"3"	113933961	113961290	"+"	"MSTRG.7702.1"	" MSTRG.7702"	" j"	" Ctdspl2"	" ENSRNOT00000037168"
"3"	113976687	114003088	"+"	"MSTRG.7705.1"	" MSTRG.7705"	" ="	" Eif3j"	" ENSRNOT00000022437"
"3"	114087287	114093309	"+"	"MSTRG.7704.1"	" MSTRG.7704"	" ="	" B2m"	" ENSRNOT00000023017"
"3"	114176274	114207361	"+"	"MSTRG.7707.1"	" MSTRG.7707"	" j"	" Sord"	" ENSRNOT00000023350"
"3"	114176309	114207366	"+"	"MSTRG.7707.2"	" MSTRG.7707"	" ="	" Sord"	" ENSRNOT00000023350"
"3"	114312499	114313149	"+"	"MSTRG.7709.1"	" MSTRG.7709"	" u"	NA	NA
"3"	114312501	114351778	"+"	"MSTRG.7709.2"	" MSTRG.7709"	" x"	" AABR07072919.1"	" ENSRNOT00000083357"
"3"	114869459	114881590	"+"	"MSTRG.7712.1"	" MSTRG.7712"	" ="	" Bloc1s6"	" ENSRNOT00000056083"
"3"	114894978	114939370	"+"	"MSTRG.7713.1"	" MSTRG.7713"	" j"	" Sqrdl"	" ENSRNOT00000068129"
"3"	116380837	116949676	"+"	"MSTRG.7714.1"	" MSTRG.7714"	" j"	" Sema6d"	" ENSRNOT00000090802"
"3"	116868622	116958082	"+"	"MSTRG.7714.2"	" MSTRG.7714"	" o"	" Sema6d"	" ENSRNOT00000090802"
"3"	116869245	116958056	"+"	"MSTRG.7714.3"	" MSTRG.7714"	" o"	" Sema6d"	" ENSRNOT00000090802"
"3"	116899250	116958082	"+"	"MSTRG.7714.4"	" MSTRG.7714"	" j"	" Sema6d"	" ENSRNOT00000090802"
"3"	116899393	116958063	"+"	"MSTRG.7714.6"	" MSTRG.7714"	" j"	" Sema6d"	" ENSRNOT00000090802"
"3"	116899393	116958063	"+"	"MSTRG.7714.5"	" MSTRG.7714"	" j"	" Sema6d"	" ENSRNOT00000090802"
"3"	116899878	116956169	"+"	"MSTRG.7714.7"	" MSTRG.7714"	" ="	" Sema6d"	" ENSRNOT00000090802"
"3"	116899891	116958063	"+"	"MSTRG.7714.8"	" MSTRG.7714"	" j"	" Sema6d"	" ENSRNOT00000090802"
"3"	117406428	117416823	"+"	"MSTRG.7717.1"	" MSTRG.7717"	" o"	" Ctxn2"	" ENSRNOT00000056054"
"3"	117510450	117510986	"+"	"MSTRG.7715.1"	" MSTRG.7715"	" u"	NA	NA
"3"	117514691	117527140	"+"	"MSTRG.7718.1"	" MSTRG.7718"	" j"	" Dut"	" ENSRNOT00000009549"
"3"	117938500	117940219	"+"	"MSTRG.7719.1"	" MSTRG.7719"	" ="	" Eid1"	" ENSRNOT00000042411"
"3"	118144548	118152303	"+"	"MSTRG.7722.1"	" MSTRG.7722"	" j"	" Galk2"	" ENSRNOT00000083356"
"3"	118160620	118268853	"+"	"MSTRG.7723.1"	" MSTRG.7723"	" j"	" Galk2"	" ENSRNOT00000083356"
"3"	119173759	119222526	"+"	"MSTRG.7725.1"	" MSTRG.7725"	" j"	" Usp8"	" ENSRNOT00000015124"
"3"	119484677	119548621	"+"	"MSTRG.7730.1"	" MSTRG.7730"	" ="	" Ap4e1"	" ENSRNOT00000037390"
"3"	119552559	119577804	"+"	"MSTRG.7731.2"	" MSTRG.7731"	" j"	" Blvra"	" ENSRNOT00000015843"
"3"	119552559	119577804	"+"	"MSTRG.7731.1"	" MSTRG.7731"	" j"	" Blvra"	" ENSRNOT00000015843"
"3"	119640298	119669639	"+"	"MSTRG.7732.1"	" MSTRG.7732"	" ="	" Snrnp200"	" ENSRNOT00000043895"
